Trained_Weights,Dataset,Network,Overlap,OverlapdMode,MACs_GMac,Params_M,Train_Time_h,Peak_Train_Mem_GB,Infer_Lat_ms,Infer_Lat_p95_ms,Peak_Infer_Mem_GB,Dice_Spl,Dice_Rkid,Dice_Lkid,Dice_Gall,Dice_Eso,Dice_Liver,Dice_Sto,Dice_Aorta,Dice_IVC,Dice_Veins,Dice_Pan,Dice_Rad,Dice_Lad,Mean_Dice,HD_Spl,HD_Rkid,HD_Lkid,HD_Gall,HD_Eso,HD_Liver,HD_Sto,HD_Aorta,HD_IVC,HD_Veins,HD_Pan,HD_Rad,HD_Lad,Mean_HD
/root/output/E0_hv_sp_network_3DUXNET_fc48_96_192_384_roi96x96x96_vb1_cs4_overlap0.7_dsTrue_pretrain_False_lr_0.001,Task08_HepaticVessel,3DUXNET,0.7,constant,578.26,53.006,14.82,10.77,40.3,40.4,1.84,0.5822,0.5680,0.5751,34.8087,89.3560,62.0823
/root/output/E1_hv_sp_network_3DUXNET_EffiDec3D_fc48_96_192_384_n_decoder_channels48_rf2_skip_aggregation_concatenation_roi96x96x96_vb1_cs4_overlap0.7_dsFalse_pretrain_False_lr_0.001,Task08_HepaticVessel,3DUXNET_EffiDec3D,0.7,constant,49.43,3.155,11.11,3.16,8.0,8.1,0.24,0.5955,0.5772,0.5863,21.9915,60.7134,41.3524
